	Url	Position
2	https://www.gofundme.com/protect-our-independent-bookstore	0
3	https://www.gofundme.com/savejhu	1
4	https://www.gofundme.com/save-the-1940-roast-grill-raleigh	1
5	https://www.gofundme.com/9nhbh4-save-byws	1
6	https://www.gofundme.com/help-miss-fit	2
7	https://www.gofundme.com/DiversityInTech	2
8	https://www.gofundme.com/EOSvotingportal	2
9	https://www.gofundme.com/savethetradingpost	3
10	https://www.gofundme.com/help-save-apex-louisville	3
11	https://www.gofundme.com/astipatio	3
12	https://www.gofundme.com/baology-A-Year-of-Brick-Walls	4
13	https://www.gofundme.com/saved-rounds	4
14	https://www.gofundme.com/saving-checkmate	4
15	https://www.gofundme.com/help-rebuild-mercer-st-dance-hall	5
16	https://www.gofundme.com/invest-in-wimpy039s-marina-cafe	5
17	https://www.gofundme.com/travisdreamsofhoneybees	5
18	https://www.gofundme.com/looopclothing	6
19	https://www.gofundme.com/nwkwum-save-the-bear-trap	6
20	https://www.gofundme.com/marco-the-theraputic-robot	6
21	https://www.gofundme.com/supportsprout	7
22	https://www.gofundme.com/america-first-media-investigations	7
23	https://www.gofundme.com/save-a-made-usa-institution	7
24	https://www.gofundme.com/Revolutionariotacos	8
25	https://www.gofundme.com/save-twin-cities-leather-amp-latte	8
26	https://www.gofundme.com/help-wastenot-go-electric	8
27	https://www.gofundme.com/bookman-on-the-move	9
28	https://www.gofundme.com/brewinguphope	9
29	https://www.gofundme.com/kela-tennis-bubble-restoration	9
30	https://www.gofundme.com/lomar-barnrevival	10
31	https://www.gofundme.com/refugeefamilyhelp	10
32	https://www.gofundme.com/pollpit	10
33	https://www.gofundme.com/homestreethomecafe	11
34	https://www.gofundme.com/themugfordeatery	11
35	https://www.gofundme.com/let039s-get-pizza-night-back	11
36	https://www.gofundme.com/get-vegan-van-back-on-the-road	12
37	https://www.gofundme.com/help-kevin-and-g-deep-blue	12
38	https://www.gofundme.com/lisette-melendez-today	12
39	https://www.gofundme.com/danielle039s-dream-project	13
40	https://www.gofundme.com/chopshopatl	13
41	https://www.gofundme.com/dr-belfiore-needs-our-help	13
42	https://www.gofundme.com/live-co-coffee	14
43	https://www.gofundme.com/saverecordstoreday	14
44	https://www.gofundme.com/lawn-equipment-stolen	14
45	https://www.gofundme.com/THEWEEDTUBE	15
46	https://www.gofundme.com/our-troops-services	15
47	https://www.gofundme.com/put-the-well-in-wellstone-farm	15
48	https://www.gofundme.com/support-mc-chris	16
49	https://www.gofundme.com/rafter039s-tavern	16
50	https://www.gofundme.com/loveforaimeslove	16
51	https://www.gofundme.com/love-yaynay	17
52	https://www.gofundme.com/MandelaGrocery	17
53	https://www.gofundme.com/chkafundraiser1	17
54	https://www.gofundme.com/help-finish-my-workshop	18
55	https://www.gofundme.com/savethepbb	18
56	https://www.gofundme.com/coopergilbert	18
57	https://www.gofundme.com/CarcosaClub	19
58	https://www.gofundme.com/thecookandthecarpenterbakeshop	19
59	https://www.gofundme.com/fledging-crow-needs-a-van	19
60	https://www.gofundme.com/the-birth-center-needs-your-help	20
61	https://www.gofundme.com/Bone-InKitchen	20
62	https://www.gofundme.com/keep-a-small-town-newspaper-alive	20
63	https://www.gofundme.com/sucasa-ellicottcity	21
64	https://www.gofundme.com/save-the-mahoning-marquee	21
65	https://www.gofundme.com/moshood	21
66	https://www.gofundme.com/rolling-truck-disaster-fund	22
67	https://www.gofundme.com/an-engine-to-keep-us-baking-pizza	22
68	https://www.gofundme.com/keep-dos-tiburones-afloat	22
69	https://www.gofundme.com/rosie039s-wild-flour	23
70	https://www.gofundme.com/ramblin-rose-hat-co	23
71	https://www.gofundme.com/investacure-pbc	23
0	https://www.gofundme.com/8psm8-march-for-our-lives	0
1	https://www.gofundme.com/houses4rohingya	0
2	https://www.gofundme.com/michael-caputo-legal-fund	0
3	https://www.gofundme.com/help-the-waffle-house-hero	1
4	https://www.gofundme.com/msdstudentsfund	1
5	https://www.gofundme.com/saveourneighborhood	1
6	https://www.gofundme.com/cleve-williams-basalt-firefighter	2
7	https://www.gofundme.com/contribution-fund-for-gary-douglas	2
8	https://www.gofundme.com/whitaker-family-support	2
9	https://www.gofundme.com/puuhonuaopuna	3
10	https://www.gofundme.com/memphis-budget-replenishment	3
11	https://www.gofundme.com/support-stoughton-families	3
12	https://www.gofundme.com/leave-it-better-than-you-found-it	4
13	https://www.gofundme.com/lake-nacimiento-save-the-dragon	4
14	https://www.gofundme.com/gk9rj-aid-for-families-affected-by-raid	4
15	https://www.gofundme.com/reggie-boyz-lawn-service	5
16	https://www.gofundme.com/march-for-our-lives-seattle	5
17	https://www.gofundme.com/dries-family-support-fund	5
18	https://www.gofundme.com/supportarmando	6
19	https://www.gofundme.com/support-fallen-afghan-journalists	6
20	https://www.gofundme.com/supporting-pablo-and-his-family	6
21	https://www.gofundme.com/EdHome	7
22	https://www.gofundme.com/mrstevedelrey	7
23	https://www.gofundme.com/tightshift	7
24	https://www.gofundme.com/Nantucket-Tipping-Point	8
25	https://www.gofundme.com/squatchy039s-bbq-rebuild-campaign	8
26	https://www.gofundme.com/HelpLosAlamitos	8
27	https://www.gofundme.com/keep-this-great-family-together	9
28	https://www.gofundme.com/marin-city-summer-camp-for-kids	9
29	https://www.gofundme.com/river-amp-wilder-ketterer	9
30	https://www.gofundme.com/let039s-take-care-of-all-oc-kids	10
31	https://www.gofundme.com/mfolparkland	10
32	https://www.gofundme.com/supportforcara	10
33	https://www.gofundme.com/savememphisart	11
34	https://www.gofundme.com/Hermitagef-bfamily	11
35	https://www.gofundme.com/8sest-the-webb-family	11
36	https://www.gofundme.com/help-us-keep-estefania	12
37	https://www.gofundme.com/bob-vassar-donation-fund	12
38	https://www.gofundme.com/x8qwtf-kennys-funeral	12
39	https://www.gofundme.com/once-somerville	13
40	https://www.gofundme.com/wehavestories	13
41	https://www.gofundme.com/friends-of-the-twomey-family	13
42	https://www.gofundme.com/rolfes-campaign	14
